ISIL;ILN;ELN;Bibliothek;Anschrift;PLZ;Ort;Bundesland;Land;Lat;Long;Website;OPAC
;0001;1999;GBV/VZG;;;;;;;;;
DE-1a;0011;0001;Staatsbibliothek zu Berlin - PreuÃŸischer Kulturbesitz, Haus Potsdamer StraÃŸe;Potsdamer Str. 33;10785;Berlin;Berlin;DE;52.50771;13.37063;http://www.staatsbibliothek-berlin.de;http://stabikat.de
;0019;2004;ZDB;;;;;;;;;
;0019;2012;GND;;;;;;;;;
;0019;2014;Basisklassifikation;;;;;;;;;
;0019;2015;IKAR;;;;;;;;;
;0019;2028;VD17;;;;;;;;;
;0019;2034;VD16;;;;;;;;;
;0019;2049;VD18;;;;;;;;;
DE-84;0020;0084;Universitätsbibliothek Braunschweig;Universitätsplatz 1;38106;Braunschweig;Niedersachsen;DE;52.27371;10.52915;http://www.ub.tu-braunschweig.de;http://ub.tu-braunschweig.de/katalog/
DE-46;0021;0046;Staats- und Universitätsbibliothek Bremen;Bibliothekstr. 9;28359;Bremen;Bremen;DE;53.10816;8.85387;http://www.suub.uni-bremen.de;http://ub.tu-braunschweig.de/katalog/
DE-18;0022;0018;Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky;Von-Melle-Park 3;20146;Hamburg;Hamburg;DE;53.56486;9.98519;http://www.sub.uni-hamburg.de;https://katalogplus.sub.uni-hamburg.de/vufind/
;0022;0018/0006;Universität Hamburg, Institut für Angewandte Botanik;;;;;;;;;
;0022;0018/0008;Universität Hamburg, Geographische Gesellschaft;;;;;;;;;
;0022;0018/0012;Universität Hamburg, Institut für Romanistik, Französisch-Italienische Abteilung;;;;;;;;;
DE-18-15;0022;0018/0015;Hamburger Sternwarte am Fachbereich Physik der Universität Hamburg, Fachbibliothek Astronomie und Astrophysik;Gojenbergsweg 112;21029;Hamburg;Hamburg;DE;53.48060;10.24077;http://www.sub.uni-hamburg.de;https://katalogplus.sub.uni-hamburg.de/vufind/
DE-18-19;0022;0018/0019;Universität Hamburg, Fachbereichsbibliothek Biologie, Standort Grindel;Martin-Luther-King-Platz 3;20146;Hamburg;Hamburg;DE;53.56759;9.97924;http://www.sub.uni-hamburg.de;https://katalogplus.sub.uni-hamburg.de/vufind/
DE-18-21;0022;0018/0021;früher: Universität Hamburg, Institut für Germanistik I, Bibliothek;Martin-Luther-King-Platz 3;20146;Hamburg;Hamburg;DE;53.56759;9.97924;http://www.sub.uni-hamburg.de;https://katalogplus.sub.uni-hamburg.de/vufind/
DE-18-24;0022;0018/0024;Universität Hamburg, Bibliothek des Instituts für Geologie;Bundesstr. 55;20146;Hamburg;Hamburg;DE;53.56812;9.97436;https://www.geo.uni-hamburg.de/de/geologie/bibliothek.html;https://katalogplus.sub.uni-hamburg.de/vufind/
DE-18-39;0022;0018/0039;früher: Universität Hamburg, Institut für Anglistik und Amerikanistik, Bibliothek;Bundesstr. 55;20146;Hamburg;Hamburg;DE;53.56812;9.97436;https://www.geo.uni-hamburg.de/de/geologie/bibliothek.html;https://katalogplus.sub.uni-hamburg.de/vufind/
;0022;0018/0045;Universität Hamburg, Philosophisches Seminar;;;;;;;;;
DE-18-47;0022;0018/0047;Universität Hamburg, Physikalische Institute Jungiusstraße, Bibliothek;Jungiusstr. 9;20355;Hamburg;Hamburg;DE;53.55878;9.98156;http://www.physnet.uni-hamburg.de/services/bibliothek.htm;https://katalogplus.sub.uni-hamburg.de/vufind/
DE-18-48;0022;0018/0048;Fachbereich Chemie der Universität Hamburg, Bibliothek;Martin-Luther-King-Pl. 6;20146;Hamburg;Hamburg;DE;53.56810;9.97873;http://www.physnet.uni-hamburg.de/services/bibliothek.htm;https://katalogplus.sub.uni-hamburg.de/vufind/
;0022;0018/0053;Universität Hamburg, Institut für Alte Geschichte;;;;;;;;;
;0022;0018/0054;Universität Hamburg, Institut für Griechisch, Latein Philologie;;;;;;;;;
;0022;0018/0055;Universität Hamburg, Asien Afrika Institut;;;;;;;;;
DE-18-57;0022;0018/0057;Universität Hamburg, Institut für Geographie, Bibliothek;Bundesstr. 55;20146;Hamburg;Hamburg;DE;53.56809;9.97396;http://www.physnet.uni-hamburg.de/services/bibliothek.htm;https://katalogplus.sub.uni-hamburg.de/vufind/
DE-18-59;0022;0018/0059;früher: Universität Hamburg, Institut für Slavistik, Bibliothek;Bundesstr. 55;20146;Hamburg;Hamburg;DE;53.56809;9.97396;http://www.physnet.uni-hamburg.de/services/bibliothek.htm;https://katalogplus.sub.uni-hamburg.de/vufind/
;0022;0018/0060;Universität Hamburg, Historisches Seminar;;;;;;;;;
DE-18-61;0022;0018/0061;früher: Universität Hamburg, Fachbereichsbibliothek SLM, Teilbibliothek Spanisch/Portugiesisch;Bundesstr. 55;20146;Hamburg;Hamburg;DE;53.56809;9.97396;http://www.physnet.uni-hamburg.de/services/bibliothek.htm;https://katalogplus.sub.uni-hamburg.de/vufind/
DE-18-64;0022;0018/0064;Universitätsklinikum Hamburg-Eppendorf, Ärztliche Zentralbibliothek;Martinistr. 52;20246;Hamburg;Hamburg;DE;53.59194;9.97254;http://www.uke.de/aerztliche-zentralbibliothek;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
;0022;0018/0069;Universität Hamburg, Fachbereich Erziehungswissenschaften;;;;;;;;;
;0022;0018/0070;Universität Hamburg, Seminar Deutsches Nord. Recht;;;;;;;;;
;0022;0018/0071;Universität Hamburg, Institut für Kriminalwissenschaften;;;;;;;;;
;0022;0018/0073;Universität Hamburg, Institut für Seerecht und Seehandelsrecht (ISSR);;;;;;;;;
;0022;0018/0074;Universität Hamburg, Fachbereich Psychologie;;;;;;;;;
;0022;0018/0075;Universität Hamburg, Institut für Allgemeine Botanik;;;;;;;;;
DE-18-76;0022;0018/0076;Universität Hamburg, Fachbibliothek Sozialwissenschaften;Allende-Pl. 1;20146;Hamburg;Hamburg;DE;53.56719;9.98227;http://www.wiso.uni-hamburg.de/bibliotheken/startseite/;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
;0022;0018/0079;Universität Hamburg, Seminar Römisches Recht;;;;;;;;;
;0022;0018/0081;Universität Hamburg, Seminar für Kunstgeschichte;;;;;;;;;
;0022;0018/0088;Universität Hamburg, Institut für  Internationale Angelegenheiten;;;;;;;;;
DE-18-114;0022;0018/0114;Universität Hamburg, Musikwissenschaftliches Institut, Bibliothek;Neue Rabenstr. 13;20354;Hamburg;Hamburg;DE;53.56125;9.99408;https://www.fbkultur.uni-hamburg.de/de/hm/bibliothek.html;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
;0022;0018/0131;Universität Hamburg, Institut für Volkskunde;;;;;;;;;
;0022;0018/0133;Universität Hamburg,  Seminar für Arbeitsrecht;;;;;;;;;
;0022;0018/0141;Universität Hamburg, Institut für Hydrobiologie;;;;;;;;;
;0022;0018/0148;Universität Hamburg, Institut für Kriminalwissenschaften;;;;;;;;;
DE-18-156;0022;0018/0156;früher: Universität Hamburg, Fachbereichsbibliothek SLM, Teilbibliothek NdL;Neue Rabenstr. 13;20354;Hamburg;Hamburg;DE;53.56125;9.99408;https://www.fbkultur.uni-hamburg.de/de/hm/bibliothek.html;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-161;0022;0018/0161;Universität Hamburg, Bibliothek Evangelische Theologie und Religionen;Gorch-Fock-Wall 7;20354;Hamburg;Hamburg;DE;53.55778;9.98452;http://www.theologie.uni-hamburg.de/;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
;0022;0018/0172;Universität Hamburg, Seminar für Rechtsphilosophie;;;;;;;;;
;0022;0018/0214;Universität Hamburg, Fachbereich Sport;;;;;;;;;
DE-18-219;0022;0018/0219;früher: Universität Hamburg, Institut für Finno-Ugristik / Uralistik, Bibliothek;Gorch-Fock-Wall 7;20354;Hamburg;Hamburg;DE;53.55778;9.98452;http://www.theologie.uni-hamburg.de/;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-226;0022;0018/0226;Institut für Friedensforschung und Sicherheitspolitik an der Universität Hamburg, Bibliothek;Beim Schlump 83;20144;Hamburg;Hamburg;DE;53.56970;9.97552;http://ifsh.de/bibliothek/bibliothek/;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
;0022;0018/0227;Universität Hamburg, Geschichte der Juden;;;;;;;;;
DE-18-228;0022;0018/0228;Department Informatik der Universität Hamburg , Bibliothek;Vogt-Kölln-Str. 30;22527;Hamburg;Hamburg;DE;53.59915;9.93226;http://www.informatik.uni-hamburg.de/bib/index.html;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
;0022;0018/0232;Universität Hamburg, Institut für Erziehungswissenschaften;;;;;;;;;
;0022;0018/0235;Universität Hamburg, Institut für  Geschichte der Naturwissenschaften;;;;;;;;;
;0022;0018/0240;Universität Hamburg, Institut für Meereskunde;;;;;;;;;
;0022;0018/0241;Universität Hamburg, Seminar Fin Steuerrecht;;;;;;;;;
;0022;0018/0242;Universität Hamburg, Seminar Verwaltung;;;;;;;;;
;0022;0018/0250;Universität Hamburg, Forschung Zeitgeschichte;;;;;;;;;
DE-18-254;0022;0018/0254;Stiftung Europa-Kolleg, Institut für Integrationsforschung, Bibliothek;Windmühlenweg 27;22607;Hamburg;Hamburg;DE;53.56784;9.87118;http://www.Europa-Kolleg-Hamburg.de;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-261;0022;0018/0261;Fakultät für Wirtschafts- und Sozialwissenschaften der Universität Hamburg, Fachbibliothek Wirtschaftswissenschaften;Von-Melle-Park 5;20146;Hamburg;Hamburg;DE;53.56541;9.98478;http://www.Europa-Kolleg-Hamburg.de;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-263;0022;0018/0263;Universität Hamburg, Bibliothek - Mathematik und Geschichte der Naturwissenschaften;Bundesstr. 55;20146;Hamburg;Hamburg;DE;53.56809;9.97363;http://www.Europa-Kolleg-Hamburg.de;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
;0022;0018/0264;Universität Hamburg, Seminar Dt. Nord. Rechts.;;;;;;;;;
;0022;0018/0267;Universität Hamburg, Institut für Recht Esa;;;;;;;;;
DE-18-269;0022;0018/0269;Universität Hamburg, Physikalische Institute Bahrenfeld, Bibliothek;Luruper Chaussee 149;22761;Hamburg;Hamburg;DE;53.57772;9.88626;http://www.physnet.uni-hamburg.de/services/bibliothek.htm;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-270;0022;0018/0270;Universität Hamburg, Physikalische Institute Bahrenfeld, Theoretische Physik, Bibliothek;Luruper Chaussee 149;22761;Hamburg;Hamburg;DE;53.57681;9.87709;http://www.physnet.uni-hamburg.de/services/bibliothek.htm;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
;0022;0018/0271;Universität Hamburg, Metereologisches Institut;;;;;;;;;
;0022;0018/0273;Universität Hamburg, Seminar für Bürgerles Recht;;;;;;;;;
;0022;0018/0276;Universität Hamburg, Seminar Allgemeines Prozeßrecht;;;;;;;;;
DE-18-278;0022;0018/0278;früher: Universität Hamburg, Institut für Allgemeine und Angewandte Sprachwissenschaft, Abteilung für Sprachlehrforschung, Bibliothek für Sprachlehrforschung;Luruper Chaussee 149;22761;Hamburg;Hamburg;DE;53.57681;9.87709;http://www.physnet.uni-hamburg.de/services/bibliothek.htm;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
;0022;0018/0289;Universität Hamburg, Institut für Seerecht;;;;;;;;;
DE-18-290;0022;0018/0290;früher: Universität Hamburg, Fachbereichsbibliothek Sprache Literatur Medien, Teilbibliothek Exilliteratur;Luruper Chaussee 149;22761;Hamburg;Hamburg;DE;53.57681;9.87709;http://www.physnet.uni-hamburg.de/services/bibliothek.htm;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
;0022;0018/0291;Universität Hamburg, Regionales Rechnenzentrum;;;;;;;;;
;0022;0018/0292;Universität Hamburg, Institut für Ethnologie;;;;;;;;;
DE-18-294;0022;0018/0294;früher: Universität Hamburg, Fachbereichsbibliothek Sprache Literatur Medien, Teilbibliothek Allgemeine Sprachwissenschaft/Indogermanistik;Luruper Chaussee 149;22761;Hamburg;Hamburg;DE;53.57681;9.87709;http://www.physnet.uni-hamburg.de/services/bibliothek.htm;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-295;0022;0018/0295;Universität Hamburg, Bibliothek für Geisteswissenschaften (Gorch-Fock-Wall), Deutsche Gebärdensprache;Gorch-Fock-Wall 7;20354;Hamburg;Hamburg;DE;53.55766;9.98476;http://www.physnet.uni-hamburg.de/services/bibliothek.htm;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-296;0022;0018/0296;Universität Hamburg, Hamburger Bibliothek für Universitätsgeschichte;Rothenbaumchaussee 67/69;20148;Hamburg;Hamburg;DE;53.56867;9.98799;http://www.physnet.uni-hamburg.de/services/bibliothek.htm;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-297;0022;0018/0297;früher: Zentrum für Molekulare Neurobiologie der Universität Hamburg, Bibliothek;Rothenbaumchaussee 67/69;20148;Hamburg;Hamburg;DE;53.56867;9.98799;http://www.physnet.uni-hamburg.de/services/bibliothek.htm;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-303;0022;0018/0303;Asien-Afrika-Institut der Universität Hamburg, Bibliothek;Edmund-Siemers-Allee 1 (Flügel Ost);20146;Hamburg;Hamburg;DE;53.56244;9.98893;http://www.physnet.uni-hamburg.de/services/bibliothek.htm;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-304;0022;0018/0304;Universität Hamburg, Zentralbibliothek Recht;Rothenbaumchaussee 33;20148;Hamburg;Hamburg;DE;53.56673;9.98789;http://www.physnet.uni-hamburg.de/services/bibliothek.htm;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-305;0022;0018/0305;Universität Hamburg, Fachbereichsbibliothek Biologie, Standort Klein Flottbek;Ohnhorststr. 18;22609;Hamburg;Hamburg;DE;53.55984;9.85979;http://www.physnet.uni-hamburg.de/services/bibliothek.htm;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-306;0022;0018/0306;Bibliotheks- und Informationsservice (BIS) für Erdsystemforschung;Bundesstr. 53;20146;Hamburg;Hamburg;DE;53.56776;9.97530;http://bis-erdsystem.de;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-307;0022;0018/0307;Martha-Muchow-Bibliothek, Fachbibliothek für Erziehungswissenschaft, Psychologie und Bewegungswissenschaft der Universität Hamburg;Binderstr. 40;20146;Hamburg;Hamburg;DE;53.56785;9.98456;http://www.ew.uni-hamburg.de/mmb;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-308;0022;0018/0308;Universität Hamburg, Fakultät Geisteswissenschaften, Fachbereichsbibliothek Kulturwissenschaften;Edmund-Siemers-Allee 1;20146;Hamburg;Hamburg;DE;53.56332;9.98725;http://www.ew.uni-hamburg.de/mmb;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-309;0022;0018/0309;Universität Hamburg, Bibliothek für Geisteswissenschaften (Philosophenturm);Von-Melle-Park 6;20146;Hamburg;Hamburg;DE;53.56720;9.98558;http://www.ew.uni-hamburg.de/mmb;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-310;0022;0018/0310;Universität Hamburg, Testbibliothek der Fakultät Erziehungswissenschaft, Psychologie und Bewegungswissenschaft;Sedanstr. 19;20146;Hamburg;Hamburg;DE;53.56929;9.97802;http://www.ew.uni-hamburg.de/;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-311;0022;0018/0311;früher: Konfuzius-Institut an der Universität Hamburg e.V., Bibliothek;Sedanstr. 19;20146;Hamburg;Hamburg;DE;53.56929;9.97802;http://www.ew.uni-hamburg.de/;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-312;0022;0018/0312;Zentrale Stelle für Normdaten der Fachbibliotheken der Universität Hamburg;;20146;Hamburg;Hamburg;DE;51.84892;4.51069;http://www.ew.uni-hamburg.de/;https://kataloge.uni-hamburg.de/DB=1/LNG=DU/
DE-18-313;0022;0018/0313;Nordost-Institut an der Universität Hamburg (IKGN e.V.), Bibliothek;Lindenstr. 31;21335;Lüneburg;Niedersachsen;DE;53.24506;10.40897;https://www.ikgn.de/bibliothek.html;https://kataloge.uni-hamburg.de/DB=1/SET=3/TTL=2/ADVANCED_SEARCHFILTER
DE-18-314;0022;0018/0314;Institut für Bodenkunde der Universität Hamburg, Bibliothek;Allende-Platz 2;20146;Hamburg;Hamburg;DE;53.56790;9.98283;https://www.geo.uni-hamburg.de/bodenkunde/ueber-das-institut/bibliothek.html;https://katalogplus.sub.uni-hamburg.de/vufind/
DE-830;0023;0830;Technische Universität Hamburg, Universitätsbibliothek;Denickestr. 22;21073;Hamburg;Hamburg;DE;53.46099;9.96901;https://www.tub.tuhh.de/;https://katalog.tub.tuhh.de
DE-8;0024;0008;Universitätsbibliothek Kiel, Zentralbibliothek;Leibnizstr. 9;24118;Kiel;Schleswig-Holstein;DE;54.34713;10.11106;http://www.ub.uni-kiel.de/;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-2;0024;0008/0002;Universitätsbibliothek Kiel, Fachbibliothek Theologie;Leibnizstr. 4;24118;Kiel;Schleswig-Holstein;DE;54.34485;10.11057;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/fachbibliotheken-der-theologischen-fakultaet/fachbibliothek-theologie;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-3;0024;0008/0003;Universitätsbibliothek Kiel, Fachbibliothek am Juristischen Seminar;Leibnizstr. 2;24118;Kiel;Schleswig-Holstein;DE;54.34444;10.11002;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/rechtswissenschaftliche-fakultaet/fachbibliothek-am-juristischen-seminar;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-4;0024;0008/0004;Universitätsbibliothek Kiel, Fachbibliothek am Walther-Schücking-Institut für Internationales Recht;Westring 400;24118;Kiel;Schleswig-Holstein;DE;54.33819;10.12564;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/rechtswissenschaftliche-fakultaet/fachbibliothek-am-walther-schuecking-institut-fuer-internationales-recht;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-6;0024;0008/0006;Universitätsbibliothek Kiel, Fachbibliothek am Institut für Osteuropäisches Recht;Leibnizstr. 2;24118;Kiel;Schleswig-Holstein;DE;54.34444;10.11008;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/rechtswissenschaftliche-fakultaet/fachbibliothek-am-institut-fuer-osteuropaeisches-recht;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-7;0024;0008/0007;Universitätsbibliothek Kiel, Fachbibliothek am Institut für Wirtschafts- und Steuerrecht;Leibnizstr. 2;24118;Kiel;Schleswig-Holstein;DE;54.34444;10.11008;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/rechtswissenschaftliche-fakultaet/fachbibliothek-am-institut-fuer-wirtschafts-und-steuerrecht;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-9;0024;0008/0009;Universitätsbibliothek Kiel, Fachbibliothek für Wirtschaftswissenschaften;Ludewig-Meyn-Str. 4;24118;Kiel;Schleswig-Holstein;DE;54.33759;10.12147;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/wirtschafts-sozialwissenschaftliche-fakultaet/fachbibliothek-fuer-wirtschaftswissenschaften;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-10;0024;0008/0010;Universitätsbibliothek Kiel, Fachbibliothek Sozialwissenschaften;Westring 400;24118;Kiel;Schleswig-Holstein;DE;54.33815;10.12578;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/wirtschafts-sozialwissenschaftliche-fakultaet/fachbibliothek-sozialwissenschaften;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
;0024;0008/0012;UB Kiel Anatomie /Biochemie;;;;;;;;;
DE-8-15;0024;0008/0015;Universitätsbibliothek Kiel, Fachbibliothek an der Medizin- und Pharmaziehistorischen Sammlung Kiel;Brunswiker Str. 2;24105;Kiel;Schleswig-Holstein;DE;54.32765;10.14382;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/medizinische-fakultaet/fachbibliothek-an-der-medizin-und-pharmaziehistorischen-sammlung-kiel;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
;0024;0008/0034;UB Kiel, Rechtsmedizin;;;;;;;;;
DE-8-37;0024;0008/0037;Universitätsbibliothek Kiel, Fachbibliothek am Philosophischen Seminar;Leibnizstr. 4;24118;Kiel;Schleswig-Holstein;DE;54.34458;10.11096;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/philosophische-fakultaet/fachbibliothek-am-philosophischen-seminar;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-38;0024;0008/0038;Universitätsbibliothek Kiel, Fachbibliothek für Pädagogik;Leibnizstr. 9;24118;Kiel;Schleswig-Holstein;DE;54.34691;10.11025;https://www.ub.uni-kiel.de/de;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-39;0024;0008/0039;Universitätsbibliothek Kiel, Fachbibliothek am Institut für Psychologie;Leibnizstr. 9;24118;Kiel;Schleswig-Holstein;DE;54.34676;10.11079;https://www.ub.uni-kiel.de/de;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-40;0024;0008/0040;Universitätsbibliothek Kiel, Fachbibliothek Geschichte;Leibnizstr. 9;24118;Kiel;Schleswig-Holstein;DE;54.34662;10.11111;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/philosophische-fakultaet/fachbibliothek-geschichte;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
;0024;0008/0042;UB Kiel, Archäologisches Institut;;;;;;;;;
DE-8-44;0024;0008/0044;Universitätsbibliothek Kiel, Fachbibliothek am Kunsthistorischen Institut;Wilhelm-Seelig-Platz 2;24118;Kiel;Schleswig-Holstein;DE;54.33976;10.12514;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/philosophische-fakultaet/fachbibliothek-am-kunsthistorischen-institut;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-45;0024;0008/0045;Universitätsbibliothek Kiel, Fachbibliothek an der Kunsthalle;Leibnizstr. 9;24118;Kiel;Schleswig-Holstein;DE;54.34669;10.11049;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/philosophische-fakultaet/fachbibliothek-an-der-kunsthalle;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-46;0024;0008/0046;Universitätsbibliothek Kiel, Fachbibliothek am Musikwissenschaftlichen Institut;Wilhelm-Seelig-Platz 1;24118;Kiel;Schleswig-Holstein;DE;54.33985;10.12346;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/philosophische-fakultaet/fachbibliothek-am-musikwissenschaftlichen-institut;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-47;0024;0008/0047;Universitätsbibliothek Kiel, Fachbibliothek am Seminar für Europäische Ethnologie/Volkskunde;Wilhelm-Seelig-Platz 6;24118;Kiel;Schleswig-Holstein;DE;54.33978;10.12327;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/philosophische-fakultaet/fachbibliothek-am-seminar-fuer-europaeische-ethnologie-volkskunde;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-48;0024;0008/0048;Universitätsbibliothek Kiel, Fachbibliothek am Institut für Skandinavistik, Frisistik und Allg. Sprachwissenschaft, Bereich Allg.Sprachwissenschaft;Leibnizstr. 10;24118;Kiel;Schleswig-Holstein;DE;54.34555;10.11237;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/philosophische-fakultaet/fachbibliothek-am-institut-fuer-skandinavistik-frisistik-und-allgemeine-sprachwissenschaft;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
;0024;0008/0049;UB Kiel, Phonetik;;;;;;;;;
DE-8-50;0024;0008/0050;Universitätsbibliothek Kiel, Fachbibliothek am Institut für Klassische Altertumskunde;Leibnizstr. 9;24118;Kiel;Schleswig-Holstein;DE;54.34663;10.11103;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/philosophische-fakultaet/fachbibliothek-am-institut-fuer-klassische-altertumskunde?searchterm=8%2F50;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-52;0024;0008/0052;Universitätsbibliothek Kiel, Fachbibliothek Germanistik (Sprache / Literatur / Medien);Leibnizstr. 9;24118;Kiel;Schleswig-Holstein;DE;54.34664;10.11102;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/philosophische-fakultaet/fachbibliothek-germanistik-sprache-literatur-medien;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-54;0024;0008/0054;Universitätsbibliothek Kiel, Fachbibliothek am Institut für Skandinavistik, Frisistik und Allg. Sprachwissenschaft, Bereich Skandinavistik;Leibnizstr. 9;24118;Kiel;Schleswig-Holstein;DE;54.34663;10.11108;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/philosophische-fakultaet/fachbibliothek-am-institut-fuer-skandinavistik-frisistik-und-allgemeine-sprachwissenschaft;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-55;0024;0008/0055;Universitätsbibliothek Kiel, Fachbibliothek am Englischen Seminar;Leibnizstr. 10;24118;Kiel;Schleswig-Holstein;DE;54.34555;10.11237;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/philosophische-fakultaet/fachbibliothek-am-englischen-seminar?searchterm=8%2F55;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-56;0024;0008/0056;Universitätsbibliothek Kiel, Fachbibliothek am Romanischen Seminar;Leibnizstr. 10;24118;Kiel;Schleswig-Holstein;DE;54.34555;10.11237;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/philosophische-fakultaet/fachbibliothek-am-romanischen-seminar?searchterm=8%2F56;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-57;0024;0008/0057;Universitätsbibliothek Kiel, Fachbibliothek am Institut für Slavistik;Leibnizstr. 10;24118;Kiel;Schleswig-Holstein;DE;54.34574;10.11195;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/philosophische-fakultaet/fachbibliothek-am-institut-fuer-slavistik?searchterm=8%2F57;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-58;0024;0008/0058;Universitätsbibliothek Kiel, Fachbibliothek am Institut für Sport und Sportwissenschaften;Leibnizstr. 9;24118;Kiel;Schleswig-Holstein;DE;54.34665;10.11099;https://www.ub.uni-kiel.de/de;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
DE-8-59;0024;0008/0059;Universitätsbibliothek Kiel, Fachbibliothek am Institut für Ur- und Frühgeschichte;Johanna-Mestorf-Str. 2-6;24118;Kiel;Schleswig-Holstein;DE;54.33931;10.12368;https://www.ub.uni-kiel.de/de/bibliotheken-standorte/fachbibliotheken/philosophische-fakultaet/fachbibliothek-am-institut-fuer-ur-und-fruehgeschichte?searchterm=8%2F59;https://katalog.ub.uni-kiel.de/DB=1/LNG=DU/
